Stock,PE,Marketcap,Beta,Sector
EES,,,0.9593149664065512,Miscellaneous
EET,,,1.8086009261612421,Miscellaneous
EEV,,,-1.8410918078966698,Miscellaneous
EEX,-23.4,840656700,0.6922294858107811,Commercial Services
EFA,,,0.7326670765576241,Miscellaneous
EFAD,,,0.5768199546691853,Miscellaneous
EFAS,,,0.44530594487836295,Miscellaneous
EFAV,,,0.47729020518032017,Miscellaneous
EFAX,,,0.5883699361109918,Miscellaneous
EFBI,80.17,25910110,-0.02144624365585716,Finance
EFC,12.82,516093100,0.21825181157021994,Finance
EFF,49.11,113253340,0.20939655509144756,Miscellaneous
EFFE,,,0.1337101019237461,Miscellaneous
EFG,,,0.744661192463888,Miscellaneous
EFII,-95.27,1581044350,1.3441048694424182,Electronic Technology
EFL,,,0.05810922014205605,Miscellaneous
EFNL,,,0.7221248486189069,Miscellaneous
EFO,,,1.2198344620264698,Miscellaneous
EFOI,-0.57,5243349,0.9540426479126889,Producer Manufacturing
EFR,,,0.24398356956885314,Miscellaneous
EFSC,10.81,1053427200,0.7024499712574708,Finance
EFT,20.65,537366720,0.24192462916687926,Miscellaneous
EFU,,,-1.3167529669676599,Miscellaneous
EFV,,,0.7028688865024214,Miscellaneous
EFX,-42.08,14607621600,0.7391197008662155,Commercial Services
EFZ,,,-0.7420893433737777,Miscellaneous
EGAN,64.22,238905840,2.2329338741099396,Technology Services
EGBN,12.12,1833383200,0.7781484707048628,Finance
EGF,,,0.047107386292447734,Miscellaneous
EGHT,-25.9,2323405310,1.5336885471405668,Technology Services
EGI,-8.6,52024123,0.4804988367093865,Non-Energy Minerals
EGIF,,,0.5008141771838749,Miscellaneous
EGLE,26.14,340902300,1.277247224697573,Transportation
EGO,-1.49,590743440,0.007428405188113042,Non-Energy Minerals
EGOV,19.87,1067931480,0.8398171198624803,Technology Services
EGP,48.44,4079583000,0.526521759131623,Finance
EGPT,,,0.5777982658485716,Miscellaneous
EGRX,19.28,755138220,1.3137208067806618,Health Technology
EGY,1,95075640,1.7977502454634584,Energy Minerals
EHC,18.69,5824418760,0.7383902553660412,Health Services
EHI,,,0.3008812365710742,Miscellaneous
EHT,,,0.14439564807255229,Miscellaneous
EHTH,-8820,1598113440,1.1000834902056926,Finance
EIDO,,,0.9394559518619183,Miscellaneous
EIDX,-13.79,1149401880,-0.1568986310322008,Health Technology
EIG,8.12,1331440080,0.6479558460837155,Finance
EIGI,423.81,649526450,1.0224066153878044,Technology Services
EIGR,-2.86,211474800,1.4186447352261309,Health Technology
EIM,17.77,1125684800,0.03461276817339659,Miscellaneous
EIRL,,,0.7188632569039903,Miscellaneous
EIS,,,0.8954922191186281,Miscellaneous
EIX,-53.31,19343399070,0.5031069150526098,Utilities
EKAR,,,0.7573892639300711,Miscellaneous
EKSO,-3.24,98866880,0.7185879166026601,Health Technology
EL,32.31,35309370160,0.971883756781305,Consumer Non-Durables
ELAN,,11439314960,0.11738330872615892,Process Industries
ELC,,,0.12189379748893339,Utilities
ELD,,,0.21444980262670513,Miscellaneous
ELF,-183.27,507360100,1.2739550207751693,Consumer Non-Durables
ELGX,-0.8,118180480,1.0263291929500804,Health Technology
ELJ,,,0.1372661557049648,Utilities
ELLO,80.54,95043100,0.3549299616039586,Producer Manufacturing
ELMD,19.69,40778800,0.22833380572045237,Health Technology
ELOX,-6.15,323864750,1.9273916479269442,Health Technology
ELP,7.98,,0.6388355261543127,Utilities
ELS,40.93,10940883800,0.3313805460856137,Finance
ELSE,69.86,11884324,0.5256943931173483,Producer Manufacturing
ELTK,-8.73,31930200,-0.38083246054789444,Electronic Technology
ELU,,,0.12518259959464006,Utilities
ELVT,11.34,184866960,0.6084215676024745,Finance
ELY,15.26,1382461500,1.1114683216577501,Consumer Durables
EMAG,,,0.025961961576169423,Miscellaneous
EMAN,-2.84,27279439,0.08527414867533048,Electronic Technology
EMB,,,0.14725599751264964,Miscellaneous
EMBH,,,0.207499401795212,Miscellaneous
EMCB,,,0.05869539968092907,Miscellaneous
EMCF,16.54,88149340,-0.005596341943712592,Finance
EMCG,,,0.8205290447430154,Miscellaneous
EMCI,29.85,781781440,0.4390796371662103,Finance
EMD,,,0.23352831953928024,Miscellaneous
EMDV,,,0.7500880470496596,Miscellaneous
EME,15.41,4518852080,0.9717674154851832,Industrial Services
EMEM,,,0.45996966029332165,Miscellaneous
EMES,0.51,6514456,0.6826855365866812,Non-Energy Minerals
EMF,,,0.8249199895415238,Miscellaneous
EMFM,,,0.5963657577781054,Miscellaneous
EMGF,,,0.88085700438225,Miscellaneous
EMHY,,,0.16958460746648832,Miscellaneous
EMIF,,,0.6290942139068861,Miscellaneous
EMIH,,,0.08008342415723296,Miscellaneous
EMKR,-3.92,98888800,0.369383443412716,Electronic Technology
EML,11.72,151586560,0.8130580733288574,Process Industries
EMLC,,,0.2360721402562739,Miscellaneous
EMLP,,,0.46423022709430456,Miscellaneous
EMMF,,,0.03156390463158335,Miscellaneous
EMMS,1.93,47154118,0.32853708797170367,Consumer Services
EMN,9.15,8996548680,1.1919486118432308,Process Industries
EMO,-142.05,646860280,0.915921222371761,Miscellaneous
EMP,,,0.10668259053967194,Utilities
EMQQ,,,1.3156777169793215,Miscellaneous
EMR,16.26,37024708800,1.1247275791702125,Producer Manufacturing
EMSG,,,0.14599264062661785,Miscellaneous
EMSH,,,0.015172294253062818,Miscellaneous
EMTL,,,0.03040061345474273,Miscellaneous
EMTY,,,-0.810667828787384,Miscellaneous
EMX,2.28,106415400,0.283728015906651,Non-Energy Minerals
EMXC,,,0.6221540012254962,Miscellaneous
ENB,23.62,74614187700,0.5861838483263803,Industrial Services
ENBA,,53466418200,0.12520861365216643,Industrial Services
ENBL,11.42,5651598270,0.8386131456304088,Energy Minerals
ENDP,-2.05,1119600900,1.6119922227268015,Health Technology
ENFC,14.45,205148350,0.3735248216221939,Finance
ENFR,,,0.727232620301274,Miscellaneous
ENG,-3.96,21928000,0.07829884075234594,Industrial Services
ENIA,7.82,,0.8202338540044263,Utilities
ENIC,9.08,,0.5763963453596528,Utilities
ENJ,,,-0.04317739026362604,Utilities
ENLC,-17.44,5670851206,1.0616048091996824,Industrial Services
ENLV,-0.81,114283020,-0.014604279600060657,Health Technology
ENO,,,0.16711067392591955,Utilities
ENOB,-8.05,257171070,-0.09967834925086116,Finance
ENOR,,,0.7561876891984816,Miscellaneous
ENPH,-365.54,1672143590,1.3862352374892375,Electronic Technology
ENR,86.79,2859272724,0.836678078169247,Consumer Non-Durables
ENS,14.81,2409849110,1.3900633776355873,Producer Manufacturing
ENSG,28.97,2823419120,0.9828725045481909,Health Services
ENSV,-6.63,24982600,0.921530189390989,Energy Minerals
ENT,-0.23,53665808,0.7739370256176916,Communications
ENTA,22.53,1779544900,1.583665419956874,Health Technology
ENTG,22.28,4653550760,1.4544056706133104,Electronic Technology
ENTR,,,1.1815918593473471,Miscellaneous
ENTX,-0.05,39537000,0.2057335886031033,Health Technology
ENTXW,,,0.12756714882321657,Health Technology
ENV,-156.62,3475305400,1.3636179064817735,Commercial Services
ENVA,9.35,720071450,1.1915235244880908,Finance
ENX,19.56,189666820,0.0033551828427454576,Miscellaneous
ENZ,-6.64,152116020,0.7261292586330547,Health Technology
ENZL,,,0.5969193389425418,Miscellaneous
EOD,,,0.32854462353326924,Miscellaneous
EOG,13.84,47517011000,1.2405825792383476,Energy Minerals
EOI,12.44,548435400,0.9555009763561245,Miscellaneous
EOLS,-6.72,372272800,1.6159888303160563,Health Technology
EOS,166.84,759861000,0.9446043353426443,Miscellaneous
EOT,,,-0.04180537681817475,Miscellaneous
EPAM,39.34,9428936880,1.426682107832451,Technology Services
EPAY,92.17,1900123680,1.5594608626396662,Technology Services
EPC,19.46,1544841660,0.6566458459034394,Consumer Non-Durables
EPD,13.49,61038938400,0.6808461665182782,Industrial Services
EPHE,,,0.5225708568359931,Miscellaneous
EPI,,,0.6193369199851043,Miscellaneous
EPIX,-1.31,15461950,1.2380694708142426,Health Technology
EPM,12.17,202772570,1.2961100029789776,Energy Minerals
EPOL,,,0.8094228569154797,Miscellaneous
EPP,,,0.7245059575166498,Miscellaneous
EPR,20.88,5896237600,0.38549217174376443,Finance
EPRF,,,0.135505400514783,Miscellaneous
EPRT,45.11,1336223996,-0.08356039133720942,Finance
EPS,,,0.9391104946576793,Miscellaneous
EPSN,7.67,109804000,0.09049760452706683,Energy Minerals
EPU,,,0.42187784413989426,Miscellaneous
EPV,,,-1.439004243107659,Miscellaneous
EPZM,-8.38,1248045420,1.9683901577905465,Health Technology
EQ,,112075200,-0.29313183047813507,Health Technology
EQAL,,,0.895945853313824,Miscellaneous
EQBK,16.99,391636080,0.5528257344694825,Finance
EQC,13.8,3970250430,0.3108890807189566,Finance
EQH,14.02,10092885900,1.1770299767989787,Finance
EQIX,93.06,40840365300,0.6170350264450473,Finance
EQL,,,0.7936505863478609,Miscellaneous
EQM,14.48,5191739800,0.7389285247797124,Industrial Services
EQNR,8.04,,0.9299078600584135,Energy Minerals
EQR,65.37,28366275340,0.37170972439705363,Finance
EQRR,,,0.8698895016116619,Miscellaneous
EQS,8.05,24062040,-0.3409592330485406,Finance
EQT,-10,4675778100,1.1152874204280105,Energy Minerals
EQWL,,,0.7922765046832779,Miscellaneous
EQWM,,,0.7635294104107776,Miscellaneous
ERA,18.13,163324350,1.0766509913929827,Industrial Services
ERC,,,0.21225331553198992,Miscellaneous
ERF,6.28,1725236240,1.4403009572107206,Energy Minerals
ERH,,,0.20216786500022124,Miscellaneous
ERI,33.73,3809298240,1.7215995516055493,Consumer Services
ERIC,-83.29,,1.0233957497385044,Electronic Technology
ERIE,33.26,9823555237,0.48119799789841916,Finance
ERII,20.08,514826550,1.2913217860715767,Producer Manufacturing
ERJ,-16.51,,0.58960009177297,Electronic Technology
ERM,,,0.6485556940444832,Miscellaneous
EROS,-38.31,473375267,1.5218216773572373,Consumer Services
ERSX,,,0.03451724094067183,Miscellaneous
ERUS,,,0.7196851934921729,Miscellaneous
ERX,,,3.012116431241544,Miscellaneous
ERY,,,-3.032670666617075,Miscellaneous
ERYP,-2.78,,1.0493703455880754,Health Technology
ES,21.89,23441320240,0.12544259574035296,Utilities
ESBA,,1945114648,0.4605519084665161,Finance
ESBK,18.74,56668410,-0.08248264948650312,Finance
ESCA,8.24,161062230,0.6400015254076566,Consumer Durables
ESE,21.69,1815602420,0.9290668646427303,Electronic Technology
ESEA,3.6,7508348,0.10353186265790754,Transportation
ESG,,,0.7600270452719101,Miscellaneous
ESGD,,,0.7210695169454335,Miscellaneous
ESGE,,,0.8968317373176292,Miscellaneous
ESGF,,,0.5411850491684109,Miscellaneous
ESGG,,,0.7278829391058161,Miscellaneous
ESGL,,,0.7678830214595211,Miscellaneous
ESGN,,,0.6318183482833694,Miscellaneous
ESGR,14.82,3534942281,0.700555218483675,Finance
ESGRO,,545292800,0.00987844175893129,Finance
ESGRP,,552388487,0.04963252296006672,Finance
ESGS,,,0.646927112992599,Miscellaneous
ESGU,,,0.9819008187864169,Miscellaneous
ESGV,,,0.041221028271801595,Miscellaneous
ESGW,,,0.5944286426107842,Miscellaneous
ESI,-7.58,2436460840,1.6412166364007055,Process Industries
ESLT,29.27,6076084784,0.82566818892343,Electronic Technology
ESML,,,0.9184620811300195,Miscellaneous
ESNT,9.45,4618424550,1.172556302067888,Finance
ESP,30.7,59400740,0.4962270815690618,Electronic Technology
ESPO,,,0.1544656024822321,Miscellaneous
ESPR,-18.65,1281249200,1.558758016588545,Health Technology
ESQ,17.33,171752400,0.54431123147338,Finance
ESRT,42.37,2720153503,0.5902495865588234,Finance
ESS,46.05,19172277580,0.3181689323499248,Finance
ESSA,14.02,172846350,0.33169299179576345,Finance
ESTA,-18.46,469293300,0.24352493757525254,Health Technology
ESTC,,6024439200,-0.14373917522979607,Technology Services
ESTE,7.89,351984534,1.7352136698758924,Energy Minerals
ESTR,,36897515,0.7127591885575008,Industrial Services
ESTRW,,,0.45700772617091223,Industrial Services
ESV,-1.32,1647734940,1.88202680133687,Industrial Services
ESXB,11.03,161390320,0.5310642734290809,Finance
ET,11.17,35994265800,1.1935778184105317,Industrial Services
ETB,-14.64,402968280,0.7394680422980733,Miscellaneous
ETFC,10.85,10961260800,1.1445490492213377,Finance
ETG,,,0.861070801477536,Miscellaneous
ETH,13.98,564027600,0.6210040971668389,Consumer Durables
ETHO,,,0.8817555562194052,Miscellaneous
ETJ,-42.21,585099730,0.7742093234150909,Miscellaneous
ETM,-2.32,825701472,1.3477871489365931,Consumer Services
ETN,14.73,31516719000,1.0332351997829914,Producer Manufacturing
ETO,,,0.8173683305572479,Miscellaneous
ETON,-2.62,142786800,-0.20220292113499436,Health Technology
ETR,18.29,18436116820,0.09459681428571229,Utilities
ETRN,,5064597900,0.01644775763171773,Industrial Services
ETSY,77.63,7488665040,2.1395069892605316,Commercial Services
ETTX,-1.82,80761800,-0.02618444702421568,Health Technology
ETV,,,0.7469401737286179,Miscellaneous
ETW,-11.58,1013357230,0.9291549545774367,Miscellaneous
ETX,,,-0.012877728266989293,Miscellaneous
ETY,,,0.8792915403071481,Miscellaneous
EUDG,,,0.7054156189109223,Miscellaneous
EUDV,,,0.49123404928799375,Miscellaneous
EUFL,,,1.3187319913391986,Miscellaneous
EUFN,,,0.7935303059738428,Miscellaneous
EUFX,,,-7.543465225527035e-05,Miscellaneous
EUM,,,-0.9365138005137352,Miscellaneous
EUMF,,,0.3788983040895536,Miscellaneous
EUMV,,,0.4464231189010736,Miscellaneous
EUO,,,-0.08686965916514014,Miscellaneous
EURL,,,2.1291107426762306,Miscellaneous
EURN,-33.2,1837811632,0.8798450580783425,Transportation
EURZ,,,0.567659267533206,Miscellaneous
EUSA,,,0.9058567172444901,Miscellaneous
EUSC,,,0.6711356430210467,Miscellaneous
EUXL,,,2.2012935732117316,Miscellaneous
EV,10.88,4375843536,1.13056427286258,Finance
EVA,59.59,807609500,0.3036825922194683,Process Industries
EVBG,-47.8,2589300640,2.078764029797817,Technology Services
EVBN,10.13,171344470,0.5683003527067756,Finance
EVC,17.32,251126985,0.8990644578910326,Consumer Services
EVER,-3.06,289128530,-0.07279426457412885,Technology Services
EVF,,,0.2731096166844166,Miscellaneous
EVFM,-2.09,181046938,0.08261708215656775,Health Technology
EVG,,,0.11302813045270546,Miscellaneous
EVGN,-2.08,39661622,0.34813176667343165,Health Technology
EVH,-9.77,906031123,1.6620708613386659,Commercial Services
EVI,137.55,427777200,0.411142575908988,Producer Manufacturing
EVIX,,,-1.9698020263911742,Miscellaneous
EVK,4.81,51356000,-0.08074420258330205,Consumer Non-Durables
EVLO,-3.03,239689120,0.5940174930449665,Health Technology
EVLV,-0.75,34303950,-0.13563876817058204,Retail Trade
EVM,,,-0.003100303608868541,Miscellaneous
EVN,154.33,429479100,0.04245747166056859,Miscellaneous
EVOK,-1.43,14724846,0.8670402197866681,Health Technology
EVOL,-0.65,10701680,0.217429302245255,Technology Services
EVOP,-32.85,2413183464,0.9891154264618202,Commercial Services
EVR,8.95,3171456592,1.2935580680068535,Finance
EVRG,24.8,14191857720,0.03601684292249771,Utilities
EVRI,57.75,792198820,1.3912658676230154,Consumer Services
EVSI,-0.4,15494310,0.018256014177100672,Industrial Services
EVSIW,,,,Industrial Services
EVT,9.48,1618415920,0.841781369658559,Miscellaneous
EVTC,23.07,2069997160,1.2128439974702159,Technology Services
EVV,24,1459967790,0.16836808495739355,Miscellaneous
EVX,,,0.6922899288121036,Miscellaneous
EVY,-78.49,71516560,0.013214456233710635,Miscellaneous
EW,46.63,35591291400,1.2889358800310835,Health Technology
EWA,,,0.7619500600206818,Miscellaneous
EWBC,9.1,6217725120,1.0551624807003757,Finance
EWC,,,0.6871298515776605,Miscellaneous
EWCO,,,0.04192148498984403,Miscellaneous
EWD,,,0.8698615442903057,Miscellaneous
EWEM,,,0.5709289007257654,Miscellaneous
EWG,,,0.8576177254229328,Miscellaneous
EWGS,,,0.8603505698789088,Miscellaneous
EWH,,,0.6932355097327189,Miscellaneous
EWI,,,0.8528689139384601,Miscellaneous
EWJ,,,0.7466990058059217,Miscellaneous
EWJE,,,0.12035668373578341,Miscellaneous
EWJV,,,0.05352464578551385,Miscellaneous
EWK,,,0.6666195036895702,Miscellaneous
EWL,,,0.6148617850823959,Miscellaneous
EWM,,,0.5058517539383272,Miscellaneous
EWMC,,,0.8793929166698798,Miscellaneous
EWN,,,0.8138923541179971,Miscellaneous
EWO,,,0.8141821340900194,Miscellaneous
EWP,,,0.6716348879866084,Miscellaneous
EWQ,,,0.7680081398338343,Miscellaneous
EWRE,,,0.3982029217121234,Miscellaneous
EWS,,,0.7064341367983322,Miscellaneous
EWSC,,,0.9021292265953336,Miscellaneous
EWT,,,0.9039099916791812,Miscellaneous
EWU,,,0.6493152304760852,Miscellaneous
EWUS,,,0.5979881677706385,Miscellaneous
EWV,,,-1.4188055180759973,Miscellaneous
EWW,,,0.6143275988506703,Miscellaneous
EWX,,,0.7702296629946901,Miscellaneous
EWY,,,0.9303427059861842,Miscellaneous
EWZ,,,0.854072014349903,Miscellaneous
EWZS,,,0.8151970536747837,Miscellaneous
EXAS,-58.73,13382674570,1.8329362278226098,Health Technology
EXC,19.97,46683516400,0.16129077334561215,Utilities
EXD,,,0.1563481751111417,Miscellaneous
EXEL,9.01,5911615530,1.6461623361531255,Health Technology
EXFO,-18.19,224895580,0.17407389107826282,Electronic Technology
EXG,-520.81,2342829360,0.991436282290154,Miscellaneous
EXI,,,0.8972694188375587,Miscellaneous
EXIV,,,2.456799054433545,Miscellaneous
EXK,-8.56,235342040,-0.12219845631878935,Non-Energy Minerals
EXLS,42.37,2035106920,0.9247389792134294,Technology Services
EXP,63.52,3796795080,0.994352535871039,Non-Energy Minerals
EXPD,19.36,11969201640,1.004658664095996,Transportation
EXPE,39.2,17112920000,0.8727108344649142,Consumer Services
EXPI,-33.63,629105400,1.3227648605248112,Commercial Services
EXPO,39.61,2909051050,0.874756706565134,Industrial Services
EXPR,-121.86,202196750,1.0226506553890042,Retail Trade
EXR,32.19,13657970640,0.22094185661033977,Finance
EXT,,,0.928590402833342,Miscellaneous
EXTN,35.96,501312600,1.1923195526714891,Industrial Services
EXTR,-45.66,668590650,1.631780076164263,Electronic Technology
EYE,117.68,2129876140,1.1661392794583834,Retail Trade
EYEG,-1.39,11444134,1.1564843844139934,Health Technology
EYEGW,,,1.659278299545033,Health Technology
EYEN,-2.73,61056520,1.3537901060930588,Health Technology
EYES,-1.6,92502670,0.22131675733120343,Health Technology
EYESW,,,0.3653955736381025,Health Technology
EYLD,,,0.42554324316066866,Miscellaneous
EYPT,,166586420,1.797080126531198,Health Technology
EZA,,,1.2411523930914108,Miscellaneous
EZJ,,,1.0278928232123867,Miscellaneous
EZM,,,0.9517574125011582,Miscellaneous
EZPW,34.9,486808601,0.7798065315092826,Finance
EZT,,,0.0607338677274908,Utilities
EZU,,,0.7911112689614833,Miscellaneous
F,12.18,37981848800,0.871818516881086,Consumer Durables
FAAR,,,0.04518370379175903,Miscellaneous
FAB,,,0.7866634735546162,Miscellaneous
FAD,,,1.1725688279967728,Miscellaneous
FAF,11.46,5789913350,0.8220986023903721,Finance
FALN,,,0.22165857517827295,Miscellaneous
FAM,,,0.1590463014272914,Miscellaneous
FAMI,7.43,25653800,0.025379885288986416,Retail Trade
FAN,,,0.6062620116871867,Miscellaneous
FANG,15.38,16147736320,1.2924605621237681,Energy Minerals
FANH,19.31,,1.0393448905257183,Finance
FARM,-4.77,312172800,0.4207363237176178,Consumer Non-Durables
FARO,168,764208900,1.4335999404083817,Electronic Technology
FAS,,,2.6421543306787787,Miscellaneous
FAST,22.67,17507177030,1.0301493679670226,Distribution Services
FAT,-18.11,53249570,-0.046926625545481666,Consumer Services
FATE,-15.65,1256786080,2.0443807413921258,Health Technology
FAUS,,,0.42253834500003534,Miscellaneous
FAX,,,0.20968103699293553,Miscellaneous
FAZ,,,-2.65370861070428,Miscellaneous
FB,26.15,506595213800,1.2910146083208558,Technology Services
FBC,9.62,1778021880,0.6858500998226263,Finance
FBGX,,,2.339931044810778,Miscellaneous
FBHS,17.17,6722680860,1.1730292105296107,Producer Manufacturing
FBIO,-1.11,112849630,1.7262580241245544,Health Technology
FBIOP,,1336583190,0.24305494929891439,Health Technology
FBIZ,10.83,200222880,0.3969677687707098,Finance
FBK,13.42,1073619400,0.7810655224558065,Finance
FBM,-32.56,652127960,0.9453271048613119,Distribution Services
FBMS,16.88,511725600,0.6262178163198677,Finance
FBNC,11.52,1053305860,0.7991283330841292,Finance
FBND,,,-0.01851571081690936,Miscellaneous
FBP,10.3,2164616760,0.8857241371203407,Finance
FBSS,12.86,79674250,0.12272879541862243,Finance
FBT,,,1.3756553061039092,Miscellaneous
FBZ,,,0.7142629314525903,Miscellaneous
FC,-77.38,434280400,0.9507020430500613,Commercial Services
FCA,,,0.6336038297353173,Miscellaneous
FCAL,,,-0.050579959925787205,Miscellaneous
FCAN,,,0.6044135481219809,Miscellaneous
FCAP,17.51,163995000,-0.39996562730303836,Finance
FCAU,5.29,19568824400,1.2494842053611022,Consumer Durables
FCBC,14.41,516199320,0.6204866462637336,Finance
FCBP,11.45,254110620,0.4032003319518992,Finance
FCCO,12.26,136283700,0.5527048450713522,Finance
FCCY,12.53,160998480,0.14939874121122554,Finance
FCEF,,,0.49633889703991857,Miscellaneous
FCEL,-0.1,18188317,1.4862630491336482,Producer Manufacturing
FCF,11.45,1238145000,1.008628371963442,Finance
FCFS,27,4086315520,0.8822106780282898,Finance
FCG,,,1.3226293159282294,Miscellaneous
FCN,17.86,3189883120,0.9857974545622268,Commercial Services
FCNCA,12.05,4779897800,0.7019709169334806,Finance
FCO,,,0.32123140139120204,Miscellaneous
FCOM,,,0.8593831554577332,Miscellaneous
FCOR,,,-0.014191656639220224,Miscellaneous
FCPT,22.47,1967241520,0.3857279822163594,Finance
FCSC,-1.33,18345040,0.5603476239242733,Health Technology
FCT,31,319830060,0.24403222764248672,Miscellaneous
FCTR,,,0.11809621053579679,Miscellaneous
FCVT,,,0.5814079829588708,Miscellaneous
FCX,8.85,14085714400,1.5555408821556056,Non-Energy Minerals
FDBC,19.83,224969500,0.6724908970290311,Finance
FDC,22.08,23994954800,1.4532680876831328,Technology Services
FDD,,,0.4925558263775527,Miscellaneous
FDEF,11.95,534412000,0.7904046647390589,Finance
FDEM,,,-0.09696237005963115,Miscellaneous
FDEU,-3.5,226256160,0.5955576235771864,Miscellaneous
FDEV,,,-0.003091253244061658,Miscellaneous
FDHY,,,-0.009118367279601839,Miscellaneous
FDIS,,,1.1408521726626686,Miscellaneous
FDIV,,,0.2732075049557196,Miscellaneous
FDL,,,0.6000382026844447,Miscellaneous
FDLO,,,0.819866073841452,Miscellaneous
FDM,,,0.7292707994190685,Miscellaneous
FDMO,,,1.0767149985545676,Miscellaneous
FDN,,,1.4445715476061207,Miscellaneous
FDNI,,,0.13670759422431145,Miscellaneous
FDP,-44.55,1217498220,0.5386470339332788,Consumer Non-Durables
FDRR,,,0.8511365805273323,Miscellaneous
FDS,34.01,10638368000,0.9165881867508991,Commercial Services
FDT,,,0.827527281868885,Miscellaneous
FDTS,,,0.5409860085379666,Miscellaneous
FDUS,8.46,387004660,0.5092746152019423,Finance
FDUSL,,625518910,0.01572616561268652,Finance
FDUSZ,,629922250,0.10116088179762997,Finance
FDVV,,,0.7285762217310395,Miscellaneous
FDX,11.21,40201511000,1.2661265352959328,Transportation
FE,23.54,21916668080,0.1770528213072628,Utilities
FEDU,,,0.6841097399894372,Commercial Services
FEI,-13.75,548571690,0.6633582994850683,Miscellaneous
FEIM,-8.06,97776000,0.2720119791558066,Electronic Technology
FELE,21.92,2033974980,1.0658357067575503,Producer Manufacturing
FELP,-2.19,125468840,0.13151589524696208,Energy Minerals
FEM,,,0.8645493927038673,Miscellaneous
FEMB,,,0.1353658635405544,Miscellaneous
FEMS,,,0.8485675931596848,Miscellaneous
FEN,,,0.6755365069258367,Miscellaneous
FENC,-6.61,73984500,0.9110862048811883,Health Technology
FENG,-14.85,,1.2027760814879396,Consumer Services
FENY,,,1.0647004233658313,Miscellaneous
FEO,,,0.4449408330523931,Miscellaneous
FEP,,,0.8109879852348003,Miscellaneous
FET,-1.02,419856200,2.0382729810360516,Industrial Services
FEU,,,0.6783131968755847,Miscellaneous
FEUL,,,-0.05109014878949839,Miscellaneous
FEUZ,,,0.7160070501853592,Miscellaneous
FEX,,,0.9663206900677921,Miscellaneous
FEYE,-11.45,2991971300,1.450353403773617,Technology Services
FEZ,,,0.7902243851283542,Miscellaneous
FF,19.81,454052340,0.8246559677856411,Process Industries
FFA,,,0.8553648769620129,Miscellaneous
FFBC,11.61,2201064480,0.8558307411875127,Finance
FFBW,55.95,68775750,0.008167983405286362,Finance
FFC,-20.66,870899040,0.28514241386041267,Miscellaneous
FFEU,,,1.3544081268084809,Miscellaneous
FFG,14.75,3035328209,0.6143667328901832,Finance
FFHG,,,0.720991825975171,Miscellaneous
FFHL,-2.15,7348500,0.37562345052109275,Process Industries
FFIC,11.81,592772610,0.719784049259746,Finance
FFIN,24.85,3844437660,0.7269923353751679,Finance
FFIU,,,0.007491340815672664,Miscellaneous
FFIV,15.86,7884515600,1.1822145758869362,Electronic Technology
FFNW,15.65,157285000,0.5390732084457667,Finance
FFR,,,0.3961567857092217,Miscellaneous
FFSG,,,0.8629368663946217,Miscellaneous
FFTG,,,0.6449080803723676,Miscellaneous
FFTI,,,0.09430462910014722,Miscellaneous
FFTY,,,1.3412677885727828,Miscellaneous
FFWM,12.76,584981310,0.7194545277345922,Finance
FG,24.5,1762204950,0.910911813483318,Finance
FGB,,,0.6300713264232416,Miscellaneous
FGBI,13.2,181424200,0.7818776582475878,Finance
FGD,,,0.6741722909966978,Miscellaneous
FGEN,-33.96,3122220960,1.675962914061483,Health Technology
FGM,,,0.9079393930570286,Miscellaneous
FGP,-0.52,113669010,0.6080932308406997,Utilities
FHB,12.68,3360448680,0.7186577147647929,Finance
FHK,,,0.3043459083693421,Miscellaneous
FHL,68.07,,0.20216891129036293,Technology Services
FHLC,,,0.9574533244798845,Miscellaneous
FHN,7.93,4228991010,0.7299128390273616,Finance
FI,-16.35,1280824690,1.5341492841183406,Industrial Services
FIBK,13.14,2404914272,0.7177270958079013,Finance
FIBR,,,0.015036579502900332,Miscellaneous
FICO,55.25,8578141000,1.3902100806549984,Technology Services
FID,,,0.29392568703945376,Miscellaneous
FIDI,,,0.5656774315365272,Miscellaneous
FIDU,,,1.0444827164634312,Miscellaneous
FIEE,,,1.283023931079767,Miscellaneous
FIF,,,0.5735092899713999,Miscellaneous
FIHD,,,1.2169952392090229,Miscellaneous
FII,14.38,3090429780,0.4257630133878915,Finance
FILL,,,0.8580048358278004,Miscellaneous
FINS,,,,
FINU,,,2.7765037235663397,Miscellaneous
FINX,,,1.3562229403169823,Miscellaneous
FINZ,,,-2.625789693353419,Miscellaneous
FIS,48.31,38932689000,0.8686575371549832,Technology Services
FISI,10.68,432047520,0.692733046086669,Finance
FISK,,1985770212,-0.0978179237044183,Finance
FISR,,,0.02660103525265678,Miscellaneous
FISV,34.84,33694898400,0.9654415737517839,Technology Services
FIT,-6.17,1180670011,1.6523921934378365,Consumer Durables
FITB,8.22,19461229000,0.8108627104909358,Finance
FITBI,,20210302720,0.08405980516237861,Finance
FIV,,,0.13155642571839624,Miscellaneous
FIVA,,,0.6388446488572145,Miscellaneous
FIVE,47.98,7200898740,1.3260146619919086,Retail Trade
FIVG,,,-0.34227319481181384,Miscellaneous
FIVN,-1635.35,3064413950,1.786031624310341,Technology Services
FIW,,,0.8952387249598949,Miscellaneous
FIX,15.14,1741177900,0.8659742727605088,Industrial Services
FIXD,,,-0.04422290688102629,Miscellaneous
